"CR","HD","HP","INIT","NAME","URL"
"5","6d10+12","45","+6","Inphidian, Night Adder","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-night-adder"
"3","4d10+8","30","+3","Inphidian, Dancer","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-dancer"
"3","4d10+8","30","+7","Inphidian, Common","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-common"
"3","5d10+10","37","+3","Inphidian, Cobra-Back","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-cobra-back"
"9","10d10+60","115","+9","Inevitable, Zelekhut","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/inevitable/inevitable-zelekhut"
"20","22d10+216","337","+5","Inevitable, Lhaksharut","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/inevitable/inevitable-lhaksharut"
"15","16d10+126","214","+3","Inevitable, Marut","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/inevitable/inevitable-marut"
"12","12d10+92","158","+8","Inevitable, Kolyarut","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/inevitable/inevitable-kolyarut"
"2","2d10+4","15","+3","Inevitable, Arbiter","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/inevitable/inevitable-arbiter"
"2","4d8","18","+6","Incutilis","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/incutilis"
"8","12d8+48","102","+7","Iku-Turso","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/iku-turso"
"1/8","1d8-2","2","+2","Bat, Common","http://www.d20pfsrd.com/bestiary/monster-listings/animals/bat/bat"
"2","3d8+9","22","+6","Badger, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/badger/badger-dire"
"1/2","1d8+5","9","+1","Badger","http://www.d20pfsrd.com/bestiary/monster-listings/animals/badger"
"10","12d8+84+12","150","+2","Turtle, Giant Snapping (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle/snapping-turtle-giant-tohc"
"9","11d8+66","115","+2","Turtle, Giant Snapping","http://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle/turtle-giant-snapping"
"1/3","1d8+1","5","-1","Turtle, Snapping","http://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle/snapping-turtle"
"1/6","1d8-1","3","-2","Turtle","http://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle"
"4","5d8+20","42","+1","Tuatara, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/tuatara-giant-tohc"
"2","3d8+9","22","+1","Toad, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/toad/toad-giant"
"1/8","1d8-2","2","+1","Toad","http://www.d20pfsrd.com/bestiary/monster-listings/animals/toad"
"1/2","1d8-1","3","+3","Snake, Viper","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-viper"
"1","2d8+4","13","+5","Snake, Venomous","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-venomous"
"4","5d8+15","37","+7","Snake, Swarm (Venomous)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-swarm-venomous"
"1/2","1d8","4","+3","Snake, Cobra (Spitting)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-cobra-spitting"
"2","3d8+3","16","+6","Snake, Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-swarm"
"1","3d8+3","19","+2","Snake, Sea (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-sea-cnv"
"7","9d8+45","85","+6","Snake, Sea (Giant)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-sea/snake-sea-giant"
"1","2d8+2","11","+2","Snake, Sea","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-sea"
"8","11d10+44","104","+10","Lamia-Kin, Kuchrima","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia/lamia-kin-kuchrima"
"15","21d10+105","220","+5","Hungerer","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia/hungerer"
"8","12d10+36","102","+4","Lamia Matriarch","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia/lamia-matriarch"
"6","9d10+18","67","+3","Lamia","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia"
"17","17d10+170","263","+8","Kyton, Termagant","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kyton/kyton-termagant"
"5","7d10+14","52","+6","Kyton, Ostiarius","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kyton/kyton-ostiarius"
"12","14d10+70","147","+7","Kyton, Interlocutor","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kyton/kyton-interlocutor"
"6","8d10+16","60","+7","Kyton, Evangelist (Chain Devil)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kyton/kyton"
"20","20d10+200","310","+12","Kyton, Eremite","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kyton/kyton-eremite"
"2","2d10+8","19","+0","Mudman","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/mudman"
"1/4","1d10","5","+2","Muckdweller (3PP)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/muckdweller-3pp"
"15","15d10+150","232","+0","Mother of Oblivion","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/mother-of-obilivion"
"6","9d10+27","76","+8","Mothman","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mothman"
"6","9d8+36","76","+0","Cavelight Moss","http://www.d20pfsrd.com/bestiary/monster-listings/plants/cavelight-moss-kp"
"20","31d8+124","263","+5","Mortuary Cyclone","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mortuary-cyclone"
"7","9d8+54","94","+6","Mordnaissant","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mordnaissant-fgg"
"2","3d10+6","22","+8","Morlock","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/morlock"
"8","11d8+55","104","+4","Moonflower","http://www.d20pfsrd.com/bestiary/monster-listings/plants/moonflower"
"9","9d10+18","65","+6","Moon Dog (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/moon-dog-3pp"
"11","14d8+70","133","+7","Moon-Beast","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/moon-beast"
"1/2","1d6+2","8","+3","Ifrit","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/ifrit"
"10","12d8+72","126","+6","Snake, Constrictor (Giant Anaconda)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/giant-anaconda"
"3","2d8+12","21","+6","Snake, Cobra (King)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-king-cobra"
"5","6d8+24","51","+6","Snake, Cobra (Emperor)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-cobra-emperor"
"2","3d8+6","19","+3","Snake, Constrictor","http://www.d20pfsrd.com/bestiary/monster-listings/animals/snake/snake-constrictor"
"2","3d8+9","22","+2","Lizard, Monitor","http://www.d20pfsrd.com/bestiary/monster-listings/animals/lizard/monitor-lizard"
"3","4d8+12","30","+2","Lizard, Giant Rock-Horned (Blood Lizard)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/lizard/lizard-blood-giant-rock-horned"
"1","2d8+2","11","+6","Lizard, Giant Gecko","http://www.d20pfsrd.com/bestiary/monster-listings/animals/lizard/lizard-giant-gecko"
"2","3d10+3","19","+7","Kyton, Augur","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kyton/kyton-augur"
"1/2","1d12+4","16","+0","Kuru","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/kuru"
"1/3","1d10+2","7","+1","Kuah-Lij","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/kuah-lij"
"1","2d10+2","13","+6","Krenshar","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/krenshar"
"18","20d10+180","290","+4","Kraken","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kraken"
"4","6d8+6","27","+2","Korred (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/fey/korred-TOHC"
"4","6d6+12","33","+3","Korred","http://www.d20pfsrd.com/bestiary/monster-listings/fey/korred"
"10","13d12+52","136","+6","Korir-Kokembe","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/korir-kokembe"
"2","3d8+9","22","+7","Primate, Monkey Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/animals/primates/primate-monkey-swarm"
"1/4","1d8","4","+2","Primate, Monkey","http://www.d20pfsrd.com/bestiary/monster-listings/animals/primates/primate-monkey"
"2","2d10+2","13","+1","Mongrelman (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mongrelman-TOHC"
"1","2d10+4","15","+1","Mongrelman","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mongrelman"
"3","4d8+12","30","+2","Lizard, Chameleon (Giant, 3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/lizard/lizard-chameleon-giant-tohc"
"3","4d8+16","34","+6","Lizard, Chameleon (Giant)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/lizard/lizard-chameleon-giant"
"1/6","1d8-1","3","+2","Lizard, Common","http://www.d20pfsrd.com/bestiary/monster-listings/animals/lizard/lizard-common"
"4","5d8+20","42","+1","Frog, Giant Dire (3PP)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-giant-dire-ff"
"1","2d8+4","13","+5","Frog, Killer (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-killer-ff"
"2","4d8","18","+1","Frog, Poisonous Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/swarm-poisonous-frog-tohc"
"1/2","1d8","4","+1","Frog, Poisonous (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-poisonous-tohc"
"1","1d8+2","6","+1","Frog, Killer (3PP-FGG)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-killer-tohc"
"4","4d8+36","58","+8","Frog, Giant Dire Abyssal","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-giant-dire-abyssal-tohc"
"3","4d8+28","50","+6","Frog, Giant Dire (3PP-FGG)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-giant-dire-tohc"
"1","2d8+6","15","+1","Frog, Giant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-giant-tohc"
"1/2","1d8","4","+1","Frog, Poisonous","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-poisonous"
"1","2d8+6","15","+1","Frog, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/frog/frog-giant"
"5","6d8+30","57","+4","Crocodilian, Saltwater Crocodile","http://www.d20pfsrd.com/bestiary/monster-listings/animals/crocodilians/crocodile-saltwater"
"3","4d8+12","30","+5","Crocodilian, Marine Crocodile","http://www.d20pfsrd.com/bestiary/monster-listings/animals/crocodilians/crocodile-marine"
"8","11d8+55","104","+5","Crocodilian, Deinosuchus","http://www.d20pfsrd.com/bestiary/monster-listings/animals/crocodilians/deinosuchus"
"9","12d8+84","138","+4","Crocodile, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/crocodilians/crocodile/dire-crocodile"
"2","3d8+9","22","+1","Crocodile","http://www.d20pfsrd.com/bestiary/monster-listings/animals/crocodilians/crocodile/crocodile"
"15","18d12+144","261","+7","Kongamato","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/kongamato"
"1/4","1d10","5","+1","Kobold","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/kobold"
"14","15d10+105","187","+8","Kirin, Emperor","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kirin/kirin-emperor"
"7","9d10+36","85","+6","Kirin 2","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kirin"
"1/6","1d6+1","4","+3","Killmoulis","http://www.d20pfsrd.com/bestiary/monster-listings/fey/killmoulis"
"2","3d8+6","19","+3","Kijimuna","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/kijimuna"
"4","5d10+10+5","42","+6","Khargra","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/khargra"
"17","18d12+144","261","+10","Khala","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/khala"
"3","4d10+8","30","+5","Khaei","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/khaei"
"15","18d10+198","297","+3","Herald of the Pirate Queen","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-the-pirate-queen"
"4","5d8+5","28","+6","Kelpie 2","http://www.d20pfsrd.com/bestiary/monster-listings/plants/kelpie"
"4","7d6+14","38","+7","Kelpie","http://www.d20pfsrd.com/bestiary/monster-listings/fey/kelpie"
"8","9d8+36","76","+4","Kelp Devil","http://www.d20pfsrd.com/bestiary/monster-listings/plants/kelp-devil"
"3","5d10+5","32","+6","Kech (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kech-tohc"
"3","4d10+4","26","+2","Kech","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kech"
"3","4d10+12","34","+2","Kathlin","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kathlin"
"10","15d8+60","127","+2","Kapre","http://www.d20pfsrd.com/bestiary/monster-listings/plants/kapre"
"2","3d10+3","19","+3","Kappa","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kappa"
"1/2","1d8+2","6","+3","Marsupial, Kangaroo","http://www.d20pfsrd.com/bestiary/monster-listings/animals/marsupial-kangaroo"
"2","3d8+6","19","+1","Kampfult","http://www.d20pfsrd.com/bestiary/monster-listings/plants/kampfult"
"10","13d10+52","123","+9","Kami, Zuishin","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-zuishin"
"9","10d8+70","115","+6","Spawning Canker","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/moit-of-shub-niggurath/spawning-canker"
"8","14d8+28","91","+8","Mohrg, Unhallowed","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mohrg/mohrg-unhallowed"
"12","18d8+90","171","+10","Mohrg, Demonic","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mohrg/demonic-mohrg"
"8","14d8+28","91","+8","Mohrg","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mohrg"
"1","3d6+3","13","+3","Mockingfey","http://www.d20pfsrd.com/bestiary/monster-listings/fey/mockingfey"
"10","13d10+65","136","+2","Mobogo","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/mobogo"
"1/3","1d8+2","6","+0","Caiman, Dwarf","http://www.d20pfsrd.com/bestiary/monster-listings/animals/crocodilians/dwarf-caiman"
"4","5d8+20","42","+2","Vulture, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/vulture/vulture-giant"
"3","4d8+20","38","+2","Vulture, Advanced","http://www.d20pfsrd.com/bestiary/monster-listings/animals/vulture/vulture-advanced"
"1/2","1d8+2","6","+1","Vulture","http://www.d20pfsrd.com/bestiary/monster-listings/animals/vulture"
"1/3","1d8-2","2","+2","Thrush","http://www.d20pfsrd.com/bestiary/monster-listings/animals/thrush"
"3","4d8","18","+2","Raven Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/animals/swarm-raven-tohc"
"1/6","1d8-1","3","+2","Raven","http://www.d20pfsrd.com/bestiary/monster-listings/animals/raven"
"1/6","1d8-1","3","+2","Parrot","http://www.d20pfsrd.com/bestiary/monster-listings/animals/parrot"
"1/2","1d8+1","5","+2","Owl, Great Horned","http://www.d20pfsrd.com/bestiary/monster-listings/animals/owl/owl-great-horned"
"1/3","1d8","4","+3","Owl","http://www.d20pfsrd.com/bestiary/monster-listings/animals/owl"
"1","2d8+4","13","+2","Ostrich","http://www.d20pfsrd.com/bestiary/monster-listings/animals/ostrich"
"1/3","1d8","4","+3","Hawk","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hawk"
"2","3d8+3","16","+3","Falcon, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/falcon-giant-tohc"
"1/2","2d8","9","+3","Emu","http://www.d20pfsrd.com/bestiary/monster-listings/animals/emu"
"1/2","1d8+1","5","+2","Eagle","http://www.d20pfsrd.com/bestiary/monster-listings/animals/eagle"
"1/4","1d8+2","6","+0","Dodo","http://www.d20pfsrd.com/bestiary/monster-listings/animals/dodo"
"3","6d8","27","+6","Murder of Crows","http://www.d20pfsrd.com/bestiary/monster-listings/animals/murder-of-crows"
"5","6d10+24","57","+5","Giant Owl","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/giant-owl"
"13","16d8+96","168","+2","Azruverda","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/azruverda"
"2","2d10+4","15","+1","Azer","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/azer"
"20","24d10+192","324","+12","Azata, Veranallia","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/azata/azata-veranallia"
"10","11d10+55","115","+8","Azata, Raelis","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/azata/azata-raelis"
"2","3d10+3","19","+8","Azata, Lyrakien","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/azata/azata-lyrakien"
"7","7d10+35","73","+3","Azata, Lillend","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/azata/lillend"
"13","13d10+65","136","+5","Azata, Ghaele","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/azata/ghaele"
"17","19d10+152","256","+5","Azata, Brijidine","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/azata/azata-brijidine"
"14","18d10+108","207","+2","Kami, Suijin","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-suijin"
"2","3d10+3","19","+1","Kami, Shikigami","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-shikigami"
"5","6d10+18","51","+1","Kami, Kodama","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-kodama"
"17","23d10+138","264","+9","Kami, Kaminari","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-kaminari"
"20","24d10+216","348","+11","Kami, Jinushigami","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-jinushigami"
"3","4d10+8","30","+7","Kami, Fukujin","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-fukujin"
"7","10d10+30","85","+7","Kami, Dosojin","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-dosojin"
"6","4d10+8","30","+2","Kamadan, Poisonous","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kamadan-TOHC/kamadan-poisonous"
"4","4d10+8","30","+2","Kamadan (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kamadan-TOHC"
"6","5d10+25","52","+4","Kamadan, Polar","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kamadan/kamadan-polar"
"5","5d10+25","52","+4","Kamadan, Dusk","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kamadan/kamadan-dusk"
"4","5d10+15","42","+2","Kamadan","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kamadan"
"3","4d10+12","34","+5","Bat, Mobat (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/bat-mobat-TOHC"
"3","4d10+12","34","+2","Bat, Mobat","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/bat-mobat"
"1","2d6","7","+3","Mite, Pestie","http://www.d20pfsrd.com/bestiary/monster-listings/fey/mite-TOHC/mite-pestie"
"1/2","1d6","3","+1","Mite (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/fey/mite-TOHC"
"1/4","1d6","3","+1","Mite","http://www.d20pfsrd.com/bestiary/monster-listings/fey/mite"
"5","3d8+6","19","+4","Missing Lynx","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/missing-lynx"
